text,intent,sentiment
I am very disappointed. I am experiencing connection drops with my WiFi extender in India.,Technical,Negative
I am satisfied with the service. I was incorrectly billed $200 for my broadband in UAE via service portal.,Billing,Positive
Thanks for the quick support. I want to report poor service regarding mobile plan support in UK.,Complaint,Positive
This is unacceptable. I am experiencing connection drops with my fiber connection in India.,Technical,Negative
I am very disappointed. I was incorrectly billed $100 for my fiber connection in Singapore via customer support.,Billing,Negative
Kindly assist me. I was charged twice $10 for my data pack in France via customer support.,Billing,Neutral
Thanks for the quick support. I was charged extra $10 for my family plan in US via service portal.,Billing,Positive
Glad this was resolved. I am experiencing packet loss issue with my family plan in Germany.,Technical,Positive
Kindly assist me. I am experiencing packet loss issue with my router in India.,Technical,Neutral
I am extremely frustrated. I want to report long waiting time regarding fiber connection support in Germany.,Complaint,Negative
This is unacceptable. I want to report long waiting time regarding fiber connection support in Australia.,Complaint,Negative
I am extremely frustrated. I am experiencing slow internet with my broadband in Germany.,Technical,Negative
Kindly assist me. I requested a refund of $40 for my data pack purchased in South Africa.,Refund,Neutral
I need some information. I requested a refund of $120 for my fiber connection purchased in Canada.,Refund,Neutral
Thank you for your assistance. I requested a refund of $200 for my international roaming purchased in US.,Refund,Positive
Thank you for your assistance. I was given wrong invoice $120 for my router in Canada via customer support.,Billing,Positive
I am extremely frustrated. I was incorrectly billed $75 for my router in South Africa via call center.,Billing,Negative
I appreciate your help. I want to report unhelpful support regarding router support in US.,Complaint,Positive
I would like clarification. I was charged extra $50 for my WiFi extender in UK via customer support.,Billing,Neutral
Glad this was resolved. I am experiencing unstable connection with my mobile plan in UK.,Technical,Positive
I would like clarification. I am experiencing no signal with my broadband in France.,Technical,Neutral
I am unhappy with the service. I want to report long waiting time regarding international roaming support in France.,Complaint,Negative
Please provide details. I requested a refund of $100 for my SIM card purchased in UK.,Refund,Neutral
Kindly assist me. I would like information about international coverage and priority service for the mobile plan.,Product Inquiry,Neutral
Thanks for the quick support. I requested a refund of $20 for my SIM card purchased in Canada.,Refund,Positive
Thank you for your assistance. I requested a refund of $10 for my family plan purchased in South Africa.,Refund,Positive
I am satisfied with the service. I was charged twice $20 for my fiber connection in France via live chat.,Billing,Positive
I need some information. I am experiencing no signal with my 5G service in UK.,Technical,Neutral
Please provide details. I am experiencing connection drops with my 5G service in US.,Technical,Neutral
I would like clarification. I am experiencing packet loss issue with my broadband in India.,Technical,Neutral
Glad this was resolved. I requested a refund of $20 for my SIM card purchased in UAE.,Refund,Positive
Could you help me? I am experiencing unstable connection with my WiFi extender in Germany.,Technical,Neutral
This is unacceptable. I was overcharged $40 for my WiFi extender in Australia via customer support.,Billing,Negative
I am unhappy with the service. I requested a refund of $20 for my WiFi extender purchased in Singapore.,Refund,Negative
I am satisfied with the service. I want to report poor service regarding SIM card support in France.,Complaint,Positive
I am extremely frustrated. I was charged twice $40 for my data pack in Germany via mobile app.,Billing,Negative
I am very disappointed. I was overcharged $100 for my mobile plan in UAE via email support.,Billing,Negative
I am extremely frustrated. I was given wrong invoice $20 for my router in Singapore via service portal.,Billing,Negative
I am unhappy with the service. I would like information about international coverage and 5G access for the router.,Product Inquiry,Negative
I need some information. I requested a refund of $40 for my fiber connection purchased in UK.,Refund,Neutral
I am very disappointed. I would like information about plan benefits and unlimited calls for the WiFi extender.,Product Inquiry,Negative
I need some information. I requested a refund of $120 for my WiFi extender purchased in Australia.,Refund,Neutral
I appreciate your help. I am experiencing packet loss issue with my router in South Africa.,Technical,Positive
Thanks for the quick support. I requested a refund of $30 for my router purchased in India.,Refund,Positive
I am unhappy with the service. I am experiencing network outage with my 5G service in India.,Technical,Negative
I need some information. I want to report poor service regarding router support in Canada.,Complaint,Neutral
I would like clarification. I was charged twice $10 for my broadband in Canada via service portal.,Billing,Neutral
I am satisfied with the service. I would like information about data limits and priority service for the family plan.,Product Inquiry,Positive
This is unacceptable. I am experiencing no signal with my 5G service in UAE.,Technical,Negative
Please provide details. I am experiencing DNS error with my router in Australia.,Technical,Neutral
This is unacceptable. I requested a refund of $100 for my mobile plan purchased in India.,Refund,Negative
Thanks for the quick support. I was charged extra $50 for my WiFi extender in India via mobile app.,Billing,Positive
I am unhappy with the service. I was overcharged $150 for my router in India via live chat.,Billing,Negative
Please provide details. I want to report rude behavior regarding WiFi extender support in Canada.,Complaint,Neutral
I would like clarification. I would like information about data limits and family sharing for the fiber connection.,Product Inquiry,Neutral
I need some information. I requested a refund of $50 for my data pack purchased in France.,Refund,Neutral
Thank you for your assistance. I am experiencing unstable connection with my data pack in South Africa.,Technical,Positive
I am very disappointed. I was tax miscalculated $40 for my fiber connection in India via email support.,Billing,Negative
I am extremely frustrated. I was incorrectly billed $10 for my international roaming in UAE via call center.,Billing,Negative
Glad this was resolved. I want to report long waiting time regarding fiber connection support in Canada.,Complaint,Positive
I am extremely frustrated. I was incorrectly billed $200 for my WiFi extender in South Africa via email support.,Billing,Negative
Please provide details. I would like information about international coverage and international roaming for the international roaming.,Product Inquiry,Neutral
Thanks for the quick support. I want to report long waiting time regarding fiber connection support in France.,Complaint,Positive
Please provide details. I want to report rude behavior regarding international roaming support in UK.,Complaint,Neutral
I am extremely frustrated. I would like information about plan benefits and data rollover for the SIM card.,Product Inquiry,Negative
This situation is frustrating. I would like information about pricing details and premium support for the data pack.,Product Inquiry,Negative
Could you help me? I was overcharged $120 for my router in UAE via call center.,Billing,Neutral
I need some information. I am experiencing unstable connection with my family plan in South Africa.,Technical,Neutral
I am very disappointed. I would like information about contract terms and premium support for the router.,Product Inquiry,Negative
Thank you for your assistance. I requested a refund of $200 for my data pack purchased in UAE.,Refund,Positive
Thank you for your assistance. I want to report unhelpful support regarding international roaming support in Germany.,Complaint,Positive
This is unacceptable. I want to report lack of transparency regarding fiber connection support in France.,Complaint,Negative
I am extremely frustrated. I want to report lack of transparency regarding SIM card support in UAE.,Complaint,Negative
I would like clarification. I was incorrectly billed $40 for my router in Germany via service portal.,Billing,Neutral
Could you help me? I would like information about plan benefits and cloud storage for the 5G service.,Product Inquiry,Neutral
This is unacceptable. I would like information about plan benefits and 5G access for the broadband.,Product Inquiry,Negative
Thank you for your assistance. I would like information about plan benefits and unlimited calls for the international roaming.,Product Inquiry,Positive
I appreciate your help. I want to report long waiting time regarding family plan support in Australia.,Complaint,Positive
I am extremely frustrated. I would like information about international coverage and international roaming for the broadband.,Product Inquiry,Negative
I need some information. I was tax miscalculated $30 for my 5G service in Singapore via live chat.,Billing,Neutral
I am unhappy with the service. I want to report unhelpful support regarding 5G service support in Australia.,Complaint,Negative
This situation is frustrating. I was incorrectly billed $150 for my international roaming in Australia via call center.,Billing,Negative
I am very disappointed. I would like information about pricing details and international roaming for the data pack.,Product Inquiry,Negative
I need some information. I was charged twice $10 for my fiber connection in UK via call center.,Billing,Neutral
Thanks for the quick support. I requested a refund of $40 for my fiber connection purchased in UAE.,Refund,Positive
This situation is frustrating. I am experiencing connection drops with my family plan in Singapore.,Technical,Negative
This situation is frustrating. I requested a refund of $30 for my international roaming purchased in UK.,Refund,Negative
I am extremely frustrated. I requested a refund of $50 for my broadband purchased in Germany.,Refund,Negative
I would like clarification. I am experiencing connection drops with my fiber connection in India.,Technical,Neutral
I am very disappointed. I would like information about international coverage and international roaming for the router.,Product Inquiry,Negative
I am extremely frustrated. I want to report unhelpful support regarding mobile plan support in UAE.,Complaint,Negative
This situation is frustrating. I requested a refund of $10 for my broadband purchased in Canada.,Refund,Negative
Thank you for your assistance. I want to report long waiting time regarding 5G service support in UAE.,Complaint,Positive
Thank you for your assistance. I am experiencing slow internet with my mobile plan in Germany.,Technical,Positive
Thank you for your assistance. I want to report long waiting time regarding data pack support in UAE.,Complaint,Positive
Could you help me? I was charged extra $30 for my SIM card in UK via email support.,Billing,Neutral
I need some information. I requested a refund of $120 for my broadband purchased in Canada.,Refund,Neutral
I would like clarification. I am experiencing packet loss issue with my family plan in Canada.,Technical,Neutral
Kindly assist me. I was given wrong invoice $100 for my data pack in US via mobile app.,Billing,Neutral
I am extremely frustrated. I would like information about pricing details and 5G access for the fiber connection.,Product Inquiry,Negative
Glad this was resolved. I want to report delayed response regarding fiber connection support in Canada.,Complaint,Positive
Please provide details. I requested a refund of $75 for my router purchased in South Africa.,Refund,Neutral
I need some information. I would like information about device compatibility and premium support for the family plan.,Product Inquiry,Neutral
I would like clarification. I am experiencing network outage with my mobile plan in South Africa.,Technical,Neutral
Thank you for your assistance. I want to report long waiting time regarding fiber connection support in US.,Complaint,Positive
I am very disappointed. I want to report unhelpful support regarding broadband support in South Africa.,Complaint,Negative
Kindly assist me. I was incorrectly billed $100 for my data pack in Australia via customer support.,Billing,Neutral
Kindly assist me. I would like information about plan benefits and 5G access for the fiber connection.,Product Inquiry,Neutral
I appreciate your help. I want to report long waiting time regarding international roaming support in Australia.,Complaint,Positive
I am extremely frustrated. I requested a refund of $100 for my mobile plan purchased in France.,Refund,Negative
Glad this was resolved. I requested a refund of $20 for my data pack purchased in UK.,Refund,Positive
I am unhappy with the service. I want to report unhelpful support regarding WiFi extender support in UK.,Complaint,Negative
I would like clarification. I would like information about pricing details and premium support for the international roaming.,Product Inquiry,Neutral
I am extremely frustrated. I would like information about pricing details and data rollover for the WiFi extender.,Product Inquiry,Negative
This is unacceptable. I was incorrectly billed $40 for my SIM card in India via service portal.,Billing,Negative
This situation is frustrating. I requested a refund of $120 for my mobile plan purchased in Australia.,Refund,Negative
I am very disappointed. I requested a refund of $200 for my mobile plan purchased in US.,Refund,Negative
This is unacceptable. I requested a refund of $100 for my data pack purchased in Australia.,Refund,Negative
I would like clarification. I am experiencing slow internet with my SIM card in US.,Technical,Neutral
I am unhappy with the service. I was tax miscalculated $200 for my 5G service in Singapore via service portal.,Billing,Negative
Kindly assist me. I would like information about pricing details and international roaming for the router.,Product Inquiry,Neutral
I appreciate your help. I want to report lack of transparency regarding data pack support in UK.,Complaint,Positive
This situation is frustrating. I was given wrong invoice $150 for my router in India via mobile app.,Billing,Negative
Please provide details. I am experiencing no signal with my data pack in South Africa.,Technical,Neutral
I would like clarification. I would like information about device compatibility and family sharing for the family plan.,Product Inquiry,Neutral
Thank you for your assistance. I would like information about data limits and cloud storage for the family plan.,Product Inquiry,Positive
I am satisfied with the service. I requested a refund of $120 for my mobile plan purchased in India.,Refund,Positive
Please provide details. I would like information about plan benefits and international roaming for the 5G service.,Product Inquiry,Neutral
Please provide details. I am experiencing no signal with my mobile plan in Singapore.,Technical,Neutral
I am very disappointed. I am experiencing unstable connection with my router in India.,Technical,Negative
Thanks for the quick support. I would like information about contract terms and international roaming for the 5G service.,Product Inquiry,Positive
I am very disappointed. I am experiencing network outage with my router in UAE.,Technical,Negative
This is unacceptable. I would like information about upgrade options and premium support for the broadband.,Product Inquiry,Negative
This situation is frustrating. I am experiencing slow internet with my family plan in Singapore.,Technical,Negative
Kindly assist me. I was overcharged $50 for my mobile plan in South Africa via live chat.,Billing,Neutral
This is unacceptable. I would like information about device compatibility and unlimited calls for the WiFi extender.,Product Inquiry,Negative
Thank you for your assistance. I requested a refund of $10 for my family plan purchased in UK.,Refund,Positive
Could you help me? I was charged extra $10 for my WiFi extender in UAE via live chat.,Billing,Neutral
Glad this was resolved. I want to report lack of transparency regarding data pack support in France.,Complaint,Positive
Could you help me? I would like information about contract terms and priority service for the international roaming.,Product Inquiry,Neutral
I am unhappy with the service. I was tax miscalculated $200 for my data pack in India via mobile app.,Billing,Negative
I appreciate your help. I want to report unhelpful support regarding family plan support in India.,Complaint,Positive
Please provide details. I want to report unhelpful support regarding 5G service support in France.,Complaint,Neutral
I am satisfied with the service. I was given wrong invoice $200 for my international roaming in France via call center.,Billing,Positive
Could you help me? I was charged extra $30 for my fiber connection in France via customer support.,Billing,Neutral
This is unacceptable. I am experiencing unstable connection with my fiber connection in UAE.,Technical,Negative
Glad this was resolved. I requested a refund of $100 for my mobile plan purchased in US.,Refund,Positive
I am satisfied with the service. I am experiencing unstable connection with my SIM card in US.,Technical,Positive
I appreciate your help. I would like information about international coverage and family sharing for the WiFi extender.,Product Inquiry,Positive
I appreciate your help. I am experiencing router malfunction with my family plan in UAE.,Technical,Positive
This is unacceptable. I requested a refund of $200 for my data pack purchased in UK.,Refund,Negative
I am unhappy with the service. I want to report lack of transparency regarding fiber connection support in UK.,Complaint,Negative
This situation is frustrating. I would like information about upgrade options and 5G access for the international roaming.,Product Inquiry,Negative
Please provide details. I requested a refund of $200 for my router purchased in US.,Refund,Neutral
This situation is frustrating. I requested a refund of $50 for my 5G service purchased in Singapore.,Refund,Negative
Please provide details. I am experiencing DNS error with my broadband in Germany.,Technical,Neutral
I am extremely frustrated. I requested a refund of $75 for my SIM card purchased in Singapore.,Refund,Negative
I am satisfied with the service. I would like information about upgrade options and unlimited calls for the international roaming.,Product Inquiry,Positive
I would like clarification. I was given wrong invoice $40 for my WiFi extender in India via mobile app.,Billing,Neutral
Could you help me? I requested a refund of $100 for my mobile plan purchased in Germany.,Refund,Neutral
This situation is frustrating. I am experiencing network outage with my WiFi extender in UK.,Technical,Negative
Thanks for the quick support. I requested a refund of $150 for my family plan purchased in India.,Refund,Positive
I am very disappointed. I requested a refund of $40 for my family plan purchased in South Africa.,Refund,Negative
I am very disappointed. I was incorrectly billed $50 for my WiFi extender in UK via mobile app.,Billing,Negative
Glad this was resolved. I would like information about international coverage and unlimited calls for the router.,Product Inquiry,Positive
Thanks for the quick support. I am experiencing slow internet with my WiFi extender in India.,Technical,Positive
I appreciate your help. I requested a refund of $100 for my fiber connection purchased in India.,Refund,Positive
I would like clarification. I would like information about device compatibility and unlimited calls for the router.,Product Inquiry,Neutral
This situation is frustrating. I requested a refund of $30 for my international roaming purchased in Singapore.,Refund,Negative
Thank you for your assistance. I was incorrectly billed $40 for my data pack in UAE via mobile app.,Billing,Positive
This is unacceptable. I was charged extra $150 for my data pack in Australia via mobile app.,Billing,Negative
I am extremely frustrated. I am experiencing slow internet with my international roaming in Australia.,Technical,Negative
I am extremely frustrated. I was charged extra $150 for my mobile plan in UAE via customer support.,Billing,Negative
This situation is frustrating. I was charged extra $150 for my 5G service in Singapore via mobile app.,Billing,Negative
I am extremely frustrated. I was charged extra $50 for my SIM card in France via email support.,Billing,Negative
This is unacceptable. I am experiencing slow internet with my router in India.,Technical,Negative
I would like clarification. I was tax miscalculated $150 for my 5G service in UK via email support.,Billing,Neutral
I need some information. I requested a refund of $10 for my mobile plan purchased in Germany.,Refund,Neutral
I am unhappy with the service. I was given wrong invoice $30 for my SIM card in South Africa via mobile app.,Billing,Negative
I appreciate your help. I want to report lack of transparency regarding data pack support in UAE.,Complaint,Positive
I am very disappointed. I was given wrong invoice $20 for my data pack in Australia via live chat.,Billing,Negative
Glad this was resolved. I was tax miscalculated $100 for my 5G service in UK via call center.,Billing,Positive
Please provide details. I was overcharged $120 for my 5G service in India via mobile app.,Billing,Neutral
I am unhappy with the service. I want to report lack of transparency regarding broadband support in Canada.,Complaint,Negative
Kindly assist me. I would like information about device compatibility and cloud storage for the 5G service.,Product Inquiry,Neutral
Please provide details. I was charged extra $100 for my international roaming in US via email support.,Billing,Neutral
Thanks for the quick support. I requested a refund of $75 for my 5G service purchased in Singapore.,Refund,Positive
I am extremely frustrated. I am experiencing slow internet with my router in India.,Technical,Negative
I appreciate your help. I was charged extra $10 for my family plan in India via mobile app.,Billing,Positive
I am satisfied with the service. I want to report long waiting time regarding fiber connection support in India.,Complaint,Positive
I need some information. I was overcharged $75 for my mobile plan in Australia via customer support.,Billing,Neutral
Glad this was resolved. I am experiencing slow internet with my mobile plan in Germany.,Technical,Positive
Thanks for the quick support. I requested a refund of $75 for my WiFi extender purchased in Germany.,Refund,Positive
I am extremely frustrated. I would like information about upgrade options and 5G access for the family plan.,Product Inquiry,Negative
I am extremely frustrated. I am experiencing router malfunction with my broadband in Germany.,Technical,Negative
This situation is frustrating. I am experiencing packet loss issue with my fiber connection in Australia.,Technical,Negative
I am satisfied with the service. I was tax miscalculated $30 for my broadband in France via live chat.,Billing,Positive
Glad this was resolved. I want to report long waiting time regarding data pack support in UK.,Complaint,Positive
This is unacceptable. I was overcharged $10 for my broadband in France via live chat.,Billing,Negative
This situation is frustrating. I would like information about international coverage and family sharing for the 5G service.,Product Inquiry,Negative
Kindly assist me. I would like information about plan benefits and cloud storage for the family plan.,Product Inquiry,Neutral
This situation is frustrating. I was incorrectly billed $150 for my family plan in Germany via call center.,Billing,Negative
I am very disappointed. I would like information about international coverage and premium support for the data pack.,Product Inquiry,Negative
Kindly assist me. I would like information about international coverage and 5G access for the family plan.,Product Inquiry,Neutral
I am unhappy with the service. I want to report delayed response regarding 5G service support in Australia.,Complaint,Negative
Kindly assist me. I requested a refund of $75 for my mobile plan purchased in India.,Refund,Neutral
I need some information. I want to report unhelpful support regarding SIM card support in Australia.,Complaint,Neutral
I need some information. I would like information about upgrade options and international roaming for the family plan.,Product Inquiry,Neutral
This situation is frustrating. I am experiencing slow internet with my fiber connection in Canada.,Technical,Negative
Thanks for the quick support. I want to report unhelpful support regarding SIM card support in India.,Complaint,Positive
Glad this was resolved. I would like information about pricing details and international roaming for the fiber connection.,Product Inquiry,Positive
I would like clarification. I want to report unhelpful support regarding family plan support in India.,Complaint,Neutral
I appreciate your help. I would like information about data limits and priority service for the router.,Product Inquiry,Positive
I need some information. I requested a refund of $20 for my broadband purchased in India.,Refund,Neutral
Thank you for your assistance. I am experiencing no signal with my broadband in Germany.,Technical,Positive
I would like clarification. I would like information about data limits and unlimited calls for the data pack.,Product Inquiry,Neutral
This is unacceptable. I was given wrong invoice $10 for my mobile plan in Canada via customer support.,Billing,Negative
I am very disappointed. I would like information about plan benefits and 5G access for the router.,Product Inquiry,Negative
This is unacceptable. I want to report long waiting time regarding international roaming support in South Africa.,Complaint,Negative
Thank you for your assistance. I was charged extra $120 for my SIM card in UK via service portal.,Billing,Positive
Thank you for your assistance. I want to report delayed response regarding data pack support in US.,Complaint,Positive
Thank you for your assistance. I want to report long waiting time regarding data pack support in Singapore.,Complaint,Positive
I need some information. I want to report long waiting time regarding WiFi extender support in Singapore.,Complaint,Neutral
I am unhappy with the service. I am experiencing packet loss issue with my broadband in Canada.,Technical,Negative
Please provide details. I requested a refund of $20 for my WiFi extender purchased in Germany.,Refund,Neutral
I am unhappy with the service. I requested a refund of $50 for my data pack purchased in UK.,Refund,Negative
I appreciate your help. I am experiencing network outage with my WiFi extender in UAE.,Technical,Positive
I am very disappointed. I want to report unhelpful support regarding family plan support in US.,Complaint,Negative
Could you help me? I would like information about pricing details and unlimited calls for the SIM card.,Product Inquiry,Neutral
Kindly assist me. I was incorrectly billed $30 for my WiFi extender in India via mobile app.,Billing,Neutral
I am satisfied with the service. I would like information about upgrade options and family sharing for the mobile plan.,Product Inquiry,Positive
I am very disappointed. I want to report long waiting time regarding router support in South Africa.,Complaint,Negative
Thank you for your assistance. I was overcharged $30 for my mobile plan in UAE via email support.,Billing,Positive
I am very disappointed. I requested a refund of $200 for my data pack purchased in US.,Refund,Negative
I am unhappy with the service. I requested a refund of $20 for my WiFi extender purchased in France.,Refund,Negative
I am extremely frustrated. I requested a refund of $30 for my broadband purchased in Germany.,Refund,Negative
Thanks for the quick support. I would like information about pricing details and data rollover for the SIM card.,Product Inquiry,Positive
This is unacceptable. I would like information about upgrade options and 5G access for the SIM card.,Product Inquiry,Negative
Could you help me? I requested a refund of $40 for my 5G service purchased in US.,Refund,Neutral
Thank you for your assistance. I was tax miscalculated $40 for my international roaming in Australia via service portal.,Billing,Positive
This situation is frustrating. I would like information about international coverage and family sharing for the broadband.,Product Inquiry,Negative
I am satisfied with the service. I would like information about data limits and 5G access for the 5G service.,Product Inquiry,Positive
I am satisfied with the service. I would like information about plan benefits and cloud storage for the international roaming.,Product Inquiry,Positive
I am unhappy with the service. I would like information about device compatibility and international roaming for the international roaming.,Product Inquiry,Negative
Could you help me? I want to report long waiting time regarding broadband support in Germany.,Complaint,Neutral
Could you help me? I want to report lack of transparency regarding WiFi extender support in India.,Complaint,Neutral
Glad this was resolved. I want to report rude behavior regarding WiFi extender support in Germany.,Complaint,Positive
This situation is frustrating. I want to report lack of transparency regarding mobile plan support in Canada.,Complaint,Negative
I am very disappointed. I am experiencing slow internet with my 5G service in US.,Technical,Negative
Glad this was resolved. I want to report long waiting time regarding international roaming support in Australia.,Complaint,Positive
I am extremely frustrated. I want to report rude behavior regarding mobile plan support in US.,Complaint,Negative
Kindly assist me. I want to report lack of transparency regarding data pack support in UAE.,Complaint,Neutral
I am very disappointed. I was incorrectly billed $120 for my family plan in UK via service portal.,Billing,Negative
I am extremely frustrated. I would like information about device compatibility and family sharing for the data pack.,Product Inquiry,Negative
I am unhappy with the service. I would like information about plan benefits and data rollover for the international roaming.,Product Inquiry,Negative
Thank you for your assistance. I am experiencing connection drops with my data pack in Germany.,Technical,Positive
I am satisfied with the service. I want to report unhelpful support regarding family plan support in South Africa.,Complaint,Positive
Glad this was resolved. I am experiencing no signal with my router in France.,Technical,Positive
Thanks for the quick support. I requested a refund of $30 for my SIM card purchased in India.,Refund,Positive
Could you help me? I was charged extra $120 for my fiber connection in Canada via email support.,Billing,Neutral
This is unacceptable. I want to report poor service regarding broadband support in UK.,Complaint,Negative
I am satisfied with the service. I am experiencing router malfunction with my data pack in Australia.,Technical,Positive
Thank you for your assistance. I am experiencing DNS error with my broadband in Australia.,Technical,Positive
Kindly assist me. I am experiencing slow internet with my router in UAE.,Technical,Neutral
Thanks for the quick support. I would like information about device compatibility and priority service for the data pack.,Product Inquiry,Positive
I am unhappy with the service. I requested a refund of $120 for my international roaming purchased in India.,Refund,Negative
Please provide details. I requested a refund of $100 for my mobile plan purchased in UK.,Refund,Neutral
This situation is frustrating. I want to report lack of transparency regarding family plan support in Singapore.,Complaint,Negative
Thanks for the quick support. I requested a refund of $50 for my router purchased in India.,Refund,Positive
This situation is frustrating. I would like information about plan benefits and priority service for the data pack.,Product Inquiry,Negative
I am satisfied with the service. I want to report long waiting time regarding broadband support in India.,Complaint,Positive
Glad this was resolved. I would like information about pricing details and priority service for the data pack.,Product Inquiry,Positive
Thanks for the quick support. I was incorrectly billed $20 for my router in UK via customer support.,Billing,Positive
Glad this was resolved. I am experiencing network outage with my fiber connection in UAE.,Technical,Positive
I am extremely frustrated. I am experiencing slow internet with my international roaming in Germany.,Technical,Negative
I am satisfied with the service. I would like information about pricing details and priority service for the data pack.,Product Inquiry,Positive
I am very disappointed. I was charged extra $100 for my mobile plan in India via mobile app.,Billing,Negative
This is unacceptable. I want to report long waiting time regarding mobile plan support in UK.,Complaint,Negative
This is unacceptable. I was charged twice $30 for my mobile plan in Singapore via customer support.,Billing,Negative
This situation is frustrating. I am experiencing DNS error with my broadband in India.,Technical,Negative
Thank you for your assistance. I was given wrong invoice $75 for my 5G service in France via customer support.,Billing,Positive
Could you help me? I want to report lack of transparency regarding data pack support in Singapore.,Complaint,Neutral
This is unacceptable. I am experiencing no signal with my SIM card in US.,Technical,Negative
This situation is frustrating. I want to report poor service regarding broadband support in US.,Complaint,Negative
I would like clarification. I want to report long waiting time regarding mobile plan support in Singapore.,Complaint,Neutral
I appreciate your help. I want to report poor service regarding broadband support in South Africa.,Complaint,Positive
I need some information. I was incorrectly billed $40 for my data pack in India via email support.,Billing,Neutral
I am very disappointed. I would like information about data limits and international roaming for the router.,Product Inquiry,Negative
Thanks for the quick support. I requested a refund of $30 for my 5G service purchased in UAE.,Refund,Positive
I am very disappointed. I am experiencing DNS error with my SIM card in UK.,Technical,Negative
I need some information. I would like information about data limits and unlimited calls for the SIM card.,Product Inquiry,Neutral
Thank you for your assistance. I was charged extra $50 for my WiFi extender in Australia via live chat.,Billing,Positive
I am extremely frustrated. I requested a refund of $100 for my family plan purchased in UAE.,Refund,Negative
I appreciate your help. I would like information about international coverage and priority service for the SIM card.,Product Inquiry,Positive
This situation is frustrating. I was tax miscalculated $30 for my SIM card in India via customer support.,Billing,Negative
Thank you for your assistance. I was incorrectly billed $10 for my WiFi extender in UAE via call center.,Billing,Positive
This situation is frustrating. I would like information about pricing details and 5G access for the international roaming.,Product Inquiry,Negative
I am unhappy with the service. I would like information about plan benefits and family sharing for the data pack.,Product Inquiry,Negative
I am extremely frustrated. I was incorrectly billed $75 for my data pack in US via email support.,Billing,Negative
I need some information. I would like information about device compatibility and data rollover for the international roaming.,Product Inquiry,Neutral
Thanks for the quick support. I was given wrong invoice $10 for my 5G service in India via live chat.,Billing,Positive
Thank you for your assistance. I want to report lack of transparency regarding SIM card support in US.,Complaint,Positive
Glad this was resolved. I was overcharged $40 for my mobile plan in US via customer support.,Billing,Positive
Could you help me? I requested a refund of $50 for my router purchased in India.,Refund,Neutral
I appreciate your help. I requested a refund of $50 for my SIM card purchased in UAE.,Refund,Positive
This situation is frustrating. I am experiencing connection drops with my data pack in Australia.,Technical,Negative
Glad this was resolved. I want to report unhelpful support regarding family plan support in UAE.,Complaint,Positive
Please provide details. I requested a refund of $10 for my international roaming purchased in Canada.,Refund,Neutral
I need some information. I would like information about upgrade options and premium support for the router.,Product Inquiry,Neutral
Please provide details. I am experiencing packet loss issue with my WiFi extender in UK.,Technical,Neutral
I am unhappy with the service. I requested a refund of $20 for my international roaming purchased in Australia.,Refund,Negative
Thanks for the quick support. I am experiencing router malfunction with my 5G service in UAE.,Technical,Positive
I am very disappointed. I requested a refund of $75 for my 5G service purchased in Germany.,Refund,Negative
Could you help me? I want to report delayed response regarding fiber connection support in Singapore.,Complaint,Neutral
I need some information. I was tax miscalculated $200 for my SIM card in South Africa via email support.,Billing,Neutral
Please provide details. I would like information about device compatibility and family sharing for the SIM card.,Product Inquiry,Neutral
I am extremely frustrated. I want to report poor service regarding data pack support in US.,Complaint,Negative
Kindly assist me. I am experiencing router malfunction with my broadband in Singapore.,Technical,Neutral
Kindly assist me. I was tax miscalculated $40 for my WiFi extender in India via call center.,Billing,Neutral
This situation is frustrating. I want to report lack of transparency regarding WiFi extender support in US.,Complaint,Negative
I appreciate your help. I want to report delayed response regarding broadband support in Germany.,Complaint,Positive
This situation is frustrating. I am experiencing connection drops with my data pack in Germany.,Technical,Negative
I appreciate your help. I was tax miscalculated $75 for my router in Canada via mobile app.,Billing,Positive
I am unhappy with the service. I am experiencing network outage with my fiber connection in Australia.,Technical,Negative
I am extremely frustrated. I am experiencing unstable connection with my data pack in South Africa.,Technical,Negative
I am extremely frustrated. I would like information about device compatibility and unlimited calls for the SIM card.,Product Inquiry,Negative
I need some information. I requested a refund of $200 for my family plan purchased in Canada.,Refund,Neutral
I appreciate your help. I was incorrectly billed $200 for my broadband in Germany via service portal.,Billing,Positive
I am very disappointed. I want to report delayed response regarding mobile plan support in Singapore.,Complaint,Negative
I am satisfied with the service. I was tax miscalculated $150 for my data pack in Germany via service portal.,Billing,Positive
Thank you for your assistance. I was incorrectly billed $50 for my SIM card in US via mobile app.,Billing,Positive
Thanks for the quick support. I would like information about device compatibility and cloud storage for the router.,Product Inquiry,Positive
I am extremely frustrated. I would like information about international coverage and family sharing for the data pack.,Product Inquiry,Negative
I am unhappy with the service. I would like information about device compatibility and premium support for the data pack.,Product Inquiry,Negative
Please provide details. I would like information about pricing details and priority service for the WiFi extender.,Product Inquiry,Neutral
Thank you for your assistance. I am experiencing packet loss issue with my WiFi extender in South Africa.,Technical,Positive
Please provide details. I requested a refund of $150 for my 5G service purchased in Australia.,Refund,Neutral
Thank you for your assistance. I am experiencing slow internet with my mobile plan in Canada.,Technical,Positive
I appreciate your help. I want to report unhelpful support regarding router support in South Africa.,Complaint,Positive
Glad this was resolved. I requested a refund of $30 for my broadband purchased in US.,Refund,Positive
Glad this was resolved. I want to report unhelpful support regarding international roaming support in UK.,Complaint,Positive
Could you help me? I want to report unhelpful support regarding router support in Australia.,Complaint,Neutral
